call_index,cost_before_ls,cost_after_ls,accepted,current_cost,best_cost,elapsed_ms
1,36204,35885,1,35885,35885,116.383
2,35939,35921,0,35885,35885,160.037
3,35888,35850,1,35850,35850,253.855
4,35888,35888,0,35850,35850,276.185
5,35890,35882,0,35850,35850,306.583
6,35909,35861,0,35850,35850,383.891
7,35901,35899,0,35850,35850,412.239
8,35850,35850,1,35850,35850,434.505
9,35850,35850,1,35850,35850,456.719
10,35875,35859,0,35850,35850,490.667
11,35897,35863,0,35850,35850,519.251
12,35883,35850,1,35850,35850,574.442
13,35896,35853,0,35850,35850,601.267
14,35865,35858,0,35850,35850,634.872
15,35885,35880,0,35850,35850,672.99
16,35929,35880,0,35850,35850,776.261
17,35890,35871,0,35850,35850,814.513
18,35865,35863,0,35850,35850,847.599
19,35850,35850,1,35850,35850,870.418
20,35893,35857,0,35850,35850,926.806
21,35891,35857,0,35850,35850,969.698
22,35872,35868,0,35850,35850,1005.8
23,35894,35861,0,35850,35850,1039.41
24,35898,35855,0,35850,35850,1111.38
25,35850,35850,1,35850,35850,1133.89
26,35965,35903,0,35850,35850,1193.11
27,35850,35850,1,35850,35850,1215.43
28,35900,35868,0,35850,35850,1251.68
29,35875,35855,0,35850,35850,1305.89
30,35872,35850,1,35850,35850,1333.4
31,35850,35850,1,35850,35850,1355.82
32,35893,35863,0,35850,35850,1405.14
33,35931,35825,1,35825,35825,1537.95
34,35886,35862,0,35825,35825,1581.88
35,35825,35825,1,35825,35825,1604.15
36,35848,35817,1,35817,35817,1632.61
37,35906,35831,0,35817,35817,1682.15
38,35886,35882,0,35817,35817,1718.3
39,35883,35869,0,35817,35817,1769.12
40,35817,35817,1,35817,35817,1791.55
41,35817,35817,1,35817,35817,1814.02
42,35863,35808,1,35808,35808,1965.76
43,35822,35813,0,35808,35808,2029.09
